,City,random,Missing Rate,RMSE,MAE,R2
294,Chicago_Sketch,30,90,0.013975390841791899,0.004126062330650614,0.2839689511656369
295,Chicago_Sketch,30,95,0.01638573861746939,0.004263456470101219,0.00505316597609351
296,Chicago_Sketch,30,97,0.044383867192463476,0.013081204109861555,0.410010384092903
297,Chicago_Sketch,35,10,0.006802296208373545,0.002027769578851153,0.5079393270885604
298,Chicago_Sketch,35,20,0.0074604566069679575,0.0020780440011834663,0.3896768900292833
299,Chicago_Sketch,35,30,0.006489963009978296,0.002028028355983077,0.5049257370760178
300,Chicago_Sketch,35,40,0.00764529006282098,0.002224701433286478,0.5577930391884005
301,Chicago_Sketch,35,50,0.013661991792160707,0.003608974203512264,0.36858876747571867
302,Chicago_Sketch,35,60,0.018056813401114855,0.003968382404396102,0.3644974849409919
303,Chicago_Sketch,35,70,0.012239955065585428,0.003684312242209866,0.37879756772452844
304,Chicago_Sketch,35,80,0.011862085379274854,0.0036309604581558933,0.3314704841609176
305,Chicago_Sketch,35,90,0.012512190216421727,0.003661054540737016,0.32229512798379634
306,Chicago_Sketch,35,95,0.03346196197888554,0.00998164960885707,0.36081693466970843
307,Chicago_Sketch,35,97,0.03376359075803555,0.010361829249456373,0.41299021360415666
308,Chicago_Sketch,40,10,0.025026872838654436,0.0035567530723934026,0.20376037118396018
309,Chicago_Sketch,40,20,0.02474026366766483,0.003743209276204907,0.21236458655308255
310,Chicago_Sketch,40,30,0.010812297673749178,0.003389170022366173,0.5257433219997902
311,Chicago_Sketch,40,40,0.025293080286979262,0.003858683750228045,0.25467498574584857
312,Chicago_Sketch,40,50,0.022536256770997024,0.006306145375232842,0.39614725448960597
313,Chicago_Sketch,40,60,0.018228089547525195,0.005757343757634078,0.5724513307366725
314,Chicago_Sketch,40,70,0.022914064038049,0.006403965997335595,0.4482282214644844
315,Chicago_Sketch,40,80,0.020874919464954678,0.006305524982515955,0.5186039515752308
316,Chicago_Sketch,40,90,0.03856232726122878,0.011016635645674351,0.5631669718851231
317,Chicago_Sketch,40,95,0.04308188825355557,0.01138666156877181,0.37800453805798173
318,Chicago_Sketch,40,97,0.03708045621417185,0.011739499782377542,0.44379949507627814
319,Chicago_Sketch,50,10,0.005813677404278441,0.0019197688555475647,0.4756252400047768
320,Chicago_Sketch,50,20,0.008139554517921112,0.0021030107694751388,0.6266636136106822
321,Chicago_Sketch,50,30,0.006538540749102384,0.0020140516698029637,0.4800523696952044
322,Chicago_Sketch,50,40,0.006510010384267102,0.0020525442252428585,0.3877525389654073
323,Chicago_Sketch,50,50,0.026280412417071106,0.003923103135522963,0.18648577957508594
324,Chicago_Sketch,50,60,0.021532229456205327,0.006907936567170711,0.5584551937989353
325,Chicago_Sketch,50,70,0.05189798492874619,0.008086327188806901,0.21074605424501613
326,Chicago_Sketch,50,80,0.02811290844716535,0.007974708564368065,0.41785623764497737
327,Chicago_Sketch,50,90,0.025614565786054127,0.00728253261904811,0.46473627391162065
328,Chicago_Sketch,50,95,0.04403654334283166,0.0116501086615524,0.36416146362956836
329,Chicago_Sketch,50,97,0.039219223399799025,0.011386212813452113,0.4375099431877322
